Module_id,Response_ID,Satisfaction,Age,Gender,Customer type,Travel type,Ticket type,Flight distance,Departure delay in minutes,Arrival delay in minutes,Flight schedule suitability,Booking service,Online checkin,Airport checkin,Baggage handling,Boarding service,Cabin crew service,Seat comfort,Food and drink,Inflight entertainment,Inflight wifi,Leg room,Inflight amenities quality,Cleanliness
2510,116397,neutral or dissatisfied,22,Male,Loyal,Personal,Economy,296,0,0,5,4,4,2,3,2,1,3,2,2,2,1,4,2
30082,14531,neutral or dissatisfied,60,Male,Loyal,Business,Economy,368,0,0,1,2,1,2,4,1,3,1,1,1,1,4,3,1
9932,57213,satisfied,25,Female,Discontinued,Business,Business,1514,0,0,0,4,4,3,4,5,3,2,2,2,4,3,4,2
96127,109487,satisfied,34,Male,Loyal,Business,Business,834,2,0,3,3,4,4,5,3,5,4,3,5,3,4,5,5
57896,6036,neutral or dissatisfied,65,Male,Loyal,Business,Business,691,37,13,2,2,1,4,2,2,2,2,4,2,2,3,2,4
86926,82102,neutral or dissatisfied,51,Male,Loyal,Personal,Economy,1276,6,19,4,2,2,4,5,4,4,3,3,3,2,2,5,3
87027,52896,neutral or dissatisfied,39,Male,Loyal,Personal,Economy,836,0,0,4,3,3,3,5,3,3,4,4,4,3,4,4,4
44842,64568,satisfied,21,Male,Discontinued,Business,Economy,247,3,4,0,0,0,4,4,4,3,2,2,2,0,2,4,2
31976,91737,satisfied,32,Female,Loyal,Business,Business,3301,0,0,5,5,4,3,4,5,4,4,4,4,5,3,4,4
74154,21492,satisfied,63,Male,Loyal,Personal,Economy,377,93,102,5,5,5,5,4,5,3,3,5,5,5,3,5,5
62550,96401,neutral or dissatisfied,37,Male,Loyal,Business,Economy,846,0,0,4,4,3,2,4,4,2,3,3,3,3,3,3,3
35394,13501,satisfied,44,Male,Loyal,Business,Economy,227,0,0,3,3,5,5,1,3,3,5,5,5,5,1,2,5
87161,109548,neutral or dissatisfied,52,Male,Loyal,Personal,Economy,993,62,83,4,2,2,3,4,4,4,4,5,5,1,2,5,5
75363,46167,satisfied,17,Male,Loyal,Personal,Economy,604,0,0,5,0,0,3,4,2,4,3,3,3,0,5,4,3
94051,30486,satisfied,41,Female,Loyal,Business,Business,2469,0,0,5,5,4,5,5,5,5,4,3,5,5,5,5,4
29553,40620,neutral or dissatisfied,54,Male,Loyal,Personal,Economy,216,0,0,3,3,3,4,4,4,3,3,3,3,3,4,4,3
69773,121202,neutral or dissatisfied,26,Female,Discontinued,Business,Economy Plus,2402,0,19,2,2,2,2,3,4,2,2,2,3,2,4,2,2
30199,98343,satisfied,30,Female,Loyal,Business,Business,1046,3,0,1,1,3,5,5,1,5,3,3,3,1,2,5,3
71961,68523,satisfied,53,Female,Loyal,Business,Business,1013,0,0,1,1,4,3,5,1,5,4,5,5,1,5,5,4
47945,79463,satisfied,23,Male,Loyal,Business,Business,2389,0,0,2,2,5,3,1,2,5,5,5,5,2,5,1,5
15160,6688,neutral or dissatisfied,37,Female,Loyal,Business,Economy,403,75,69,2,2,4,2,3,2,1,4,4,4,4,2,3,4
66964,35284,satisfied,27,Female,Loyal,Business,Business,1074,0,0,1,1,5,1,3,1,1,5,5,5,1,4,4,5
94562,124750,neutral or dissatisfied,37,Female,Loyal,Business,Business,2617,32,29,4,4,3,3,3,4,3,3,4,3,3,3,3,2
84732,61227,neutral or dissatisfied,43,Male,Loyal,Business,Business,3879,7,0,5,2,3,1,2,5,2,4,5,2,2,2,2,1
33857,58224,neutral or dissatisfied,43,Female,Loyal,Personal,Economy,925,48,59,5,2,4,4,1,4,4,5,2,4,2,2,4,5
38949,71769,satisfied,46,Female,Loyal,Business,Business,1723,9,0,1,1,5,4,4,1,4,4,5,4,1,5,4,5
27117,66415,neutral or dissatisfied,69,Male,Loyal,Personal,Economy,1562,0,0,4,4,4,3,5,5,3,1,1,1,4,2,4,1
74813,59344,neutral or dissatisfied,42,Male,Discontinued,Business,Business,2338,26,0,3,3,3,5,3,3,5,1,1,1,3,3,5,1
83748,123033,satisfied,38,Female,Discontinued,Business,Business,328,0,0,4,4,4,4,4,2,4,2,2,2,4,2,5,2
94889,115794,satisfied,36,Female,Loyal,Business,Business,2554,29,25,5,5,3,3,4,5,4,4,2,4,5,4,4,5
35905,93417,satisfied,40,Female,Loyal,Business,Business,671,0,0,2,2,4,3,5,2,5,5,5,5,2,5,5,5
35950,76851,neutral or dissatisfied,30,Male,Loyal,Business,Economy,1195,19,21,3,3,4,2,3,3,4,4,4,4,4,1,4,4
6527,110548,satisfied,60,Female,Loyal,Business,Business,2005,0,0,2,3,4,3,4,3,4,5,5,4,3,4,4,3
100625,58922,neutral or dissatisfied,24,Female,Loyal,Personal,Economy,888,29,30,5,2,2,5,5,5,2,4,4,4,2,2,4,4
69557,21627,neutral or dissatisfied,17,Female,Discontinued,Business,Economy,780,16,12,2,2,2,4,3,4,2,2,2,2,2,2,4,2
101410,4640,satisfied,41,Female,Loyal,Business,Business,364,0,0,3,3,4,3,4,3,4,5,5,4,3,4,4,5
61924,72437,satisfied,41,Male,Loyal,Business,Business,1017,16,37,1,1,5,5,4,1,4,5,2,4,1,5,4,4
93401,52960,satisfied,54,Male,Loyal,Business,Business,2306,53,52,2,2,3,2,5,2,5,4,5,5,2,4,5,3
88116,76693,neutral or dissatisfied,13,Male,Loyal,Personal,Economy,516,15,18,4,4,4,4,4,5,3,1,1,1,1,4,5,1
5472,107003,neutral or dissatisfied,25,Male,Loyal,Personal,Economy,937,0,0,5,2,2,3,4,3,3,2,2,2,2,5,4,2
5208,80839,satisfied,29,Female,Loyal,Business,Business,484,9,5,1,2,5,3,5,1,5,5,5,5,1,5,4,5
61812,91725,satisfied,52,Female,Loyal,Business,Business,590,1,0,2,2,5,3,3,2,3,5,2,3,2,3,3,4
28639,15426,neutral or dissatisfied,45,Female,Loyal,Business,Business,2241,141,136,3,3,3,3,3,3,1,3,3,2,3,3,2,3
58913,82495,neutral or dissatisfied,26,Male,Loyal,Personal,Economy,488,0,2,5,3,3,4,5,2,5,5,5,5,3,5,5,5
3547,106854,satisfied,25,Female,Loyal,Business,Business,577,0,0,2,5,4,4,5,2,3,4,4,4,2,4,4,4
13327,61495,neutral or dissatisfied,31,Male,Loyal,Business,Business,2288,4,0,2,2,3,4,3,2,2,3,3,3,3,2,4,3
30336,110191,neutral or dissatisfied,36,Female,Loyal,Personal,Economy,979,0,0,5,2,2,3,4,1,4,5,5,5,2,3,4,5
101758,103682,satisfied,47,Male,Loyal,Business,Business,405,6,7,5,5,4,4,4,5,4,4,2,4,5,4,4,4
34130,72858,satisfied,40,Female,Discontinued,Business,Business,700,0,0,4,4,4,4,5,2,5,4,1,1,4,5,4,1
77840,61202,satisfied,29,Female,Loyal,Business,Business,2365,41,26,5,4,4,4,4,5,3,4,4,4,5,3,4,4
100237,42770,satisfied,41,Male,Loyal,Business,Economy,493,40,23,4,4,4,5,4,4,2,4,4,4,4,4,2,4
11745,120122,neutral or dissatisfied,59,Male,Loyal,Personal,Economy,1576,0,0,4,2,2,4,4,3,3,2,2,2,2,3,4,2
69746,107157,neutral or dissatisfied,43,Female,Loyal,Business,Business,1707,0,0,4,4,4,1,3,4,3,3,1,3,3,4,3,3
55692,99039,neutral or dissatisfied,10,Male,Loyal,Personal,Economy Plus,1009,0,0,5,2,2,1,2,2,5,5,4,4,2,4,2,4
8019,18391,neutral or dissatisfied,43,Male,Discontinued,Business,Economy,378,0,0,0,4,4,1,5,5,3,2,2,2,3,5,3,2
99755,94574,satisfied,45,Female,Loyal,Business,Business,3187,1,0,3,4,4,4,4,3,4,5,4,4,3,4,4,5
74283,46503,neutral or dissatisfied,39,Male,Discontinued,Business,Economy,196,16,32,0,4,4,2,2,3,3,2,2,2,4,5,1,2
26950,114808,satisfied,46,Female,Loyal,Business,Business,404,7,2,3,3,5,5,3,3,3,4,3,3,3,4,3,4
98557,86493,neutral or dissatisfied,13,Female,Loyal,Personal,Economy,762,0,6,5,1,1,4,5,4,4,2,2,2,1,3,4,2
65470,10121,satisfied,23,Male,Loyal,Business,Business,3205,0,0,4,4,5,4,5,4,3,5,5,5,4,3,5,5
2271,110660,satisfied,31,Female,Loyal,Business,Business,829,0,5,2,4,2,3,4,2,3,2,2,2,2,2,4,2
57951,83283,neutral or dissatisfied,53,Female,Loyal,Personal,Economy,2079,104,150,3,2,2,1,3,3,4,1,2,4,3,4,2,1
82672,105980,neutral or dissatisfied,26,Female,Loyal,Personal,Economy,2295,0,28,3,3,1,3,1,1,3,3,3,4,3,1,5,3
23165,99228,satisfied,30,Female,Loyal,Business,Business,1914,0,21,4,4,4,5,4,4,5,4,4,4,4,4,5,4
97618,99304,satisfied,58,Female,Loyal,Business,Business,2285,0,0,1,1,4,3,5,1,5,5,4,5,1,5,5,3
101644,42001,neutral or dissatisfied,47,Male,Discontinued,Business,Economy,116,0,0,4,2,2,2,3,2,3,4,4,4,1,2,2,4
61228,1724,satisfied,20,Male,Discontinued,Business,Economy,327,16,10,4,4,4,5,4,1,5,4,4,4,4,4,5,4
93948,85000,neutral or dissatisfied,38,Male,Loyal,Business,Economy,1590,0,12,2,2,2,1,3,2,1,2,2,2,2,4,4,2
62340,17052,neutral or dissatisfied,35,Female,Discontinued,Business,Economy,1134,0,0,1,1,1,1,3,3,4,3,3,3,1,2,4,3
34066,18500,satisfied,42,Female,Loyal,Business,Business,201,0,0,3,3,4,5,5,3,4,3,4,4,3,4,4,5
80912,36472,satisfied,38,Female,Loyal,Business,Business,2656,0,0,2,2,5,3,4,2,4,5,4,4,2,4,4,4
1915,87,neutral or dissatisfied,65,Male,Loyal,Personal,Economy,67,1,0,5,3,3,4,5,3,4,5,5,5,3,3,5,5
83146,123989,satisfied,49,Male,Discontinued,Business,Business,184,0,0,4,4,4,4,4,1,4,5,5,5,4,4,4,5
25698,57899,satisfied,30,Male,Loyal,Business,Business,305,17,17,0,0,5,5,5,1,3,5,5,5,0,5,5,5
46262,56062,neutral or dissatisfied,24,Male,Loyal,Personal,Economy,2475,9,0,2,2,2,2,4,3,2,2,2,1,2,4,2,2
91886,43815,neutral or dissatisfied,32,Male,Discontinued,Business,Business,174,0,0,1,1,1,5,5,3,5,4,4,4,1,4,4,4
46061,51767,neutral or dissatisfied,69,Female,Loyal,Personal,Economy,425,0,0,0,5,4,1,1,4,1,2,5,1,2,5,1,1
99893,65442,neutral or dissatisfied,50,Female,Discontinued,Business,Business,1303,0,0,4,4,4,3,4,4,2,5,5,5,4,4,4,5
91801,613,satisfied,55,Male,Loyal,Business,Business,3534,0,0,5,5,5,3,5,5,5,5,3,5,5,5,5,4
15772,86486,neutral or dissatisfied,68,Male,Loyal,Personal,Economy,760,0,0,4,2,2,5,4,2,5,4,4,4,2,2,5,4
75714,16532,satisfied,38,Female,Loyal,Business,Business,209,0,0,1,1,5,4,5,1,4,2,5,4,1,4,4,3
90665,19005,satisfied,42,Female,Loyal,Business,Economy,788,0,0,5,2,3,1,5,2,5,4,1,5,5,5,5,4
97312,28782,satisfied,40,Male,Loyal,Business,Business,2732,0,0,4,4,5,4,4,4,4,4,5,4,4,5,4,4
19496,98167,satisfied,50,Female,Loyal,Business,Business,562,0,0,2,2,4,3,3,2,3,5,3,3,2,4,3,3
15898,26154,satisfied,49,Female,Loyal,Business,Business,2103,17,8,5,5,5,3,5,5,5,2,1,5,5,5,5,1
24498,5269,satisfied,41,Male,Loyal,Personal,Economy,351,0,0,5,5,5,3,5,3,3,2,3,3,5,3,5,3
42917,77385,satisfied,55,Female,Loyal,Business,Economy,188,0,0,1,1,3,2,5,1,5,5,1,5,4,4,5,5
42748,21372,satisfied,36,Male,Loyal,Business,Business,528,46,40,5,5,1,2,4,5,4,4,3,4,5,4,4,5
76054,16072,neutral or dissatisfied,21,Male,Discontinued,Business,Economy,501,0,0,5,1,1,5,3,4,5,4,4,4,1,2,1,4
26823,80245,neutral or dissatisfied,54,Male,Discontinued,Business,Economy,869,0,0,1,1,1,2,3,3,5,1,1,1,1,1,5,1
101706,91244,neutral or dissatisfied,47,Male,Loyal,Personal,Economy,366,0,0,2,1,1,3,4,3,1,5,5,5,1,2,4,5
24603,82223,neutral or dissatisfied,46,Female,Loyal,Business,Business,405,60,64,1,1,4,1,2,1,2,3,2,2,2,2,2,4
85578,42040,satisfied,34,Male,Loyal,Business,Business,3366,0,0,2,4,5,3,4,4,4,2,2,4,4,4,4,5
40560,20068,neutral or dissatisfied,55,Male,Loyal,Personal,Economy,607,29,25,4,2,2,5,4,1,3,3,3,3,2,3,4,3
91327,108051,neutral or dissatisfied,66,Female,Loyal,Personal,Economy,591,105,84,5,4,4,3,3,4,3,5,4,3,4,4,3,5
36289,76767,satisfied,40,Female,Loyal,Business,Business,1742,0,0,2,2,5,4,5,2,5,4,2,5,2,5,5,4
8951,105508,satisfied,41,Female,Loyal,Business,Business,2047,0,0,1,1,5,3,4,1,4,4,4,4,1,4,4,5
19468,67887,neutral or dissatisfied,65,Male,Loyal,Personal,Economy,1235,0,0,5,1,1,3,4,1,4,4,4,4,1,2,4,4
80341,88195,satisfied,59,Female,Loyal,Business,Business,594,0,9,1,1,4,5,4,1,4,5,2,4,1,4,4,4
67693,120295,neutral or dissatisfied,49,Male,Loyal,Business,Business,268,0,8,5,5,2,3,1,5,1,2,4,1,1,1,1,4
21819,43521,neutral or dissatisfied,49,Male,Loyal,Business,Economy Plus,524,13,9,2,2,4,3,4,2,2,4,4,4,4,3,3,4
37090,99580,neutral or dissatisfied,33,Female,Loyal,Business,Business,2831,0,0,5,5,3,1,4,5,4,3,2,4,4,4,4,3
75799,104966,satisfied,38,Female,Loyal,Business,Business,1516,3,2,1,1,4,4,4,1,4,5,3,4,1,4,4,4
65782,5984,satisfied,48,Female,Loyal,Business,Business,3440,193,199,4,4,4,4,4,4,4,4,4,4,4,5,4,4
100537,17632,neutral or dissatisfied,22,Female,Discontinued,Business,Economy,980,0,0,4,4,4,5,3,3,4,2,2,2,4,4,3,2
23995,37855,satisfied,24,Male,Loyal,Business,Business,1023,0,0,3,3,5,3,5,3,4,4,4,4,3,2,5,4
87155,92196,neutral or dissatisfied,67,Female,Loyal,Business,Business,1979,21,0,2,2,4,1,1,2,1,4,4,1,1,1,1,3
10942,115762,neutral or dissatisfied,38,Male,Loyal,Business,Business,325,34,34,4,4,3,2,1,4,1,4,2,1,1,2,1,2
29384,7163,satisfied,41,Male,Loyal,Business,Business,135,0,0,2,4,5,3,4,2,4,4,3,4,2,4,4,3
102270,109055,neutral or dissatisfied,44,Female,Loyal,Business,Business,1041,180,174,3,3,4,4,2,3,2,4,3,2,4,3,3,4
86706,16319,satisfied,23,Male,Loyal,Business,Business,1787,8,5,4,4,5,5,2,4,4,5,5,5,4,5,3,5
43668,73489,satisfied,50,Male,Loyal,Personal,Economy,1120,1,0,5,0,0,3,1,1,3,2,2,2,0,3,3,2
69875,36784,neutral or dissatisfied,36,Female,Discontinued,Business,Economy,1111,275,319,4,4,5,5,1,1,2,5,4,1,4,5,2,5
101320,47619,satisfied,46,Female,Loyal,Business,Business,1504,0,0,4,4,1,2,4,4,4,3,1,4,4,4,4,5
24370,63565,neutral or dissatisfied,50,Male,Discontinued,Business,Business,1737,0,0,1,1,1,4,4,4,5,5,5,5,1,2,4,5
49856,22546,satisfied,45,Female,Loyal,Business,Business,1756,0,3,3,3,5,4,5,3,5,5,3,5,3,5,5,5
7983,23137,neutral or dissatisfied,54,Female,Loyal,Business,Business,3637,6,0,4,4,4,3,2,4,1,3,2,1,2,1,1,2
102440,60039,satisfied,52,Male,Loyal,Business,Business,2109,0,0,4,4,4,4,4,4,4,4,3,4,4,4,4,4
79918,4775,satisfied,53,Female,Loyal,Business,Business,403,20,148,4,4,5,5,4,4,2,5,5,3,4,5,3,5
86208,101236,neutral or dissatisfied,31,Female,Discontinued,Business,Business,1587,4,0,2,2,2,4,3,1,5,5,5,5,2,3,5,5
26567,58867,neutral or dissatisfied,31,Female,Loyal,Business,Business,2068,19,12,4,4,3,1,3,4,4,3,3,3,3,4,4,3
88759,20519,satisfied,42,Female,Loyal,Business,Business,633,0,0,4,4,4,3,4,4,4,5,3,4,4,4,4,4
23626,49799,neutral or dissatisfied,60,Male,Loyal,Business,Economy,158,26,20,4,4,2,3,2,4,1,2,2,2,2,2,3,2
88817,57053,neutral or dissatisfied,54,Female,Loyal,Personal,Economy,2133,0,0,3,2,5,2,2,4,2,5,1,2,2,2,2,4
79630,120271,satisfied,18,Female,Loyal,Business,Business,1576,17,46,3,3,5,4,5,3,5,5,5,5,3,3,5,5
83827,112637,neutral or dissatisfied,24,Female,Discontinued,Business,Economy,602,9,1,4,4,4,2,4,4,4,4,4,4,3,3,4,4
61317,124472,neutral or dissatisfied,25,Female,Loyal,Personal,Economy,980,12,9,3,4,4,4,3,4,2,2,2,2,4,2,4,2
92670,50974,neutral or dissatisfied,31,Female,Loyal,Personal,Economy,134,0,0,0,0,0,2,1,4,3,2,2,2,3,3,3,2
37573,121051,neutral or dissatisfied,51,Female,Loyal,Personal,Economy,920,0,0,5,2,5,3,4,3,4,4,5,4,2,2,4,5
35383,53527,neutral or dissatisfied,35,Male,Loyal,Personal,Economy,2288,0,0,1,0,0,4,3,4,2,2,2,2,1,3,4,2
70899,61895,neutral or dissatisfied,30,Male,Discontinued,Business,Economy Plus,2521,0,0,2,2,2,5,2,5,3,5,5,5,2,2,5,5
30620,119136,neutral or dissatisfied,57,Male,Discontinued,Business,Business,119,0,13,1,1,1,4,5,4,5,2,2,2,1,5,5,2
17235,7882,satisfied,55,Male,Loyal,Business,Business,1941,0,0,5,5,5,4,4,5,4,4,3,4,5,4,4,4
55995,66951,satisfied,44,Male,Loyal,Business,Business,3426,0,0,2,2,5,5,3,2,3,5,5,3,2,3,3,5
85053,57214,neutral or dissatisfied,20,Female,Discontinued,Business,Economy,1087,26,21,1,1,1,3,2,3,3,1,1,1,1,3,3,1
36729,115440,satisfied,62,Male,Loyal,Business,Business,308,11,3,2,2,5,5,5,2,5,4,3,5,2,5,5,3
13745,106925,neutral or dissatisfied,42,Male,Loyal,Personal,Economy,1259,0,2,5,1,1,3,4,4,3,3,1,1,1,2,5,1
92309,128722,satisfied,36,Male,Loyal,Personal,Economy,1464,0,0,1,5,5,4,2,3,1,1,1,1,5,3,3,1
87377,10175,satisfied,22,Male,Discontinued,Business,Economy,166,0,0,0,4,4,4,4,1,4,2,2,2,4,3,5,2
73255,84640,satisfied,60,Male,Loyal,Business,Business,669,0,0,2,1,5,5,4,2,4,4,3,4,2,4,4,4
99895,5856,satisfied,49,Male,Loyal,Business,Business,3720,0,0,5,5,5,3,4,5,4,4,3,4,5,4,4,4
96308,73126,neutral or dissatisfied,27,Female,Loyal,Personal,Economy Plus,2174,14,10,1,4,4,3,3,3,1,4,2,2,4,5,4,2
81019,42665,neutral or dissatisfied,23,Male,Discontinued,Business,Economy,627,58,57,3,3,3,4,4,5,2,1,1,1,3,2,3,1
8160,21183,satisfied,59,Female,Loyal,Business,Economy,192,17,3,1,3,4,1,4,3,4,1,4,4,4,4,4,2
95320,115218,satisfied,36,Male,Loyal,Business,Business,342,0,0,2,2,4,4,5,2,5,4,5,5,2,5,5,5
28535,67034,satisfied,48,Male,Loyal,Business,Business,2928,0,0,1,2,4,3,4,1,4,4,3,4,1,4,4,5
35897,14110,neutral or dissatisfied,43,Female,Loyal,Personal,Economy,425,14,0,0,3,4,4,3,3,3,5,3,3,3,3,3,4
1267,2123,satisfied,51,Male,Loyal,Business,Business,3466,30,31,2,2,4,3,4,2,4,4,3,4,2,4,4,5
29744,104305,satisfied,39,Female,Loyal,Business,Business,2153,21,5,2,2,5,3,5,2,5,5,2,5,2,5,5,4
85602,52223,satisfied,36,Female,Loyal,Business,Business,2601,0,3,1,1,3,5,5,1,5,2,2,5,1,5,5,5
85183,30375,neutral or dissatisfied,47,Female,Loyal,Business,Economy,641,0,2,4,3,3,4,1,4,1,3,4,1,1,1,1,2
47352,105736,neutral or dissatisfied,20,Female,Loyal,Business,Business,883,20,30,1,1,4,1,3,1,4,4,4,4,4,5,2,4
79028,91940,neutral or dissatisfied,25,Female,Discontinued,Business,Economy,1086,0,0,2,2,2,4,4,2,2,1,1,1,2,3,1,1
74486,59100,neutral or dissatisfied,38,Male,Loyal,Personal,Economy,1726,0,0,5,3,3,5,5,2,5,3,5,5,3,5,4,5
32425,82538,satisfied,19,Female,Loyal,Business,Business,3870,161,142,5,5,4,4,4,5,3,4,4,4,5,4,3,4
390,63597,satisfied,32,Female,Loyal,Business,Business,2133,0,0,4,4,4,3,5,4,5,4,4,4,4,2,4,4
23536,39903,satisfied,45,Female,Loyal,Business,Economy Plus,221,105,171,5,5,5,5,5,5,1,5,5,5,5,1,4,5
98867,103035,neutral or dissatisfied,36,Male,Loyal,Business,Business,2253,10,0,5,5,3,3,2,5,2,3,2,2,2,2,2,2
2158,28636,satisfied,25,Female,Loyal,Business,Business,2676,11,0,4,4,3,5,3,4,5,3,3,3,4,5,2,3
66966,58360,satisfied,41,Male,Loyal,Personal,Economy,646,0,0,4,4,4,1,4,3,1,2,2,2,4,4,4,2
50769,46152,neutral or dissatisfied,36,Female,Discontinued,Business,Economy,227,9,0,3,2,2,4,4,1,2,2,2,2,2,5,1,2
1437,87760,satisfied,40,Female,Loyal,Business,Business,1798,6,0,4,1,4,5,4,4,5,4,5,5,4,5,5,5
30902,91267,neutral or dissatisfied,45,Male,Loyal,Personal,Economy,270,10,7,0,3,3,5,4,4,5,2,2,2,3,2,5,2
62462,124229,neutral or dissatisfied,35,Female,Discontinued,Business,Business,1916,1,0,3,3,3,5,3,2,4,4,1,1,3,3,4,1
80033,30396,neutral or dissatisfied,67,Male,Loyal,Personal,Economy,862,0,0,5,2,2,3,4,1,4,5,3,3,2,2,4,3
19223,65079,satisfied,9,Female,Loyal,Personal,Economy,282,0,0,4,0,0,3,5,2,5,1,1,1,0,2,4,1
65969,53511,neutral or dissatisfied,14,Female,Loyal,Personal,Economy,2253,20,34,5,3,4,1,4,1,5,1,3,4,3,5,3,1
41112,27915,neutral or dissatisfied,61,Female,Loyal,Business,Economy,689,0,0,4,4,3,3,2,4,2,3,2,2,1,1,2,1
71601,45624,neutral or dissatisfied,32,Male,Loyal,Business,Business,3884,0,0,2,2,1,4,3,2,1,1,1,1,1,5,3,1
68496,110737,satisfied,59,Female,Loyal,Business,Business,1105,23,15,3,3,5,4,3,3,3,4,4,3,3,3,3,3
62927,121193,neutral or dissatisfied,57,Male,Loyal,Personal,Economy,2521,160,165,3,1,4,4,3,3,1,4,1,3,1,2,1,4
88625,117003,satisfied,57,Female,Loyal,Business,Business,2303,19,13,5,2,4,4,5,5,5,4,3,5,5,5,5,3
25389,99530,neutral or dissatisfied,54,Female,Loyal,Business,Business,829,26,31,2,2,3,2,2,2,2,2,5,2,2,2,2,1
32634,124090,satisfied,50,Male,Loyal,Business,Business,2080,0,0,4,4,4,5,3,4,3,4,4,3,4,4,3,3
45768,97722,neutral or dissatisfied,25,Female,Loyal,Personal,Business,587,46,35,5,3,3,3,4,1,4,4,4,4,3,5,5,4
16508,19530,satisfied,49,Female,Loyal,Business,Business,173,0,5,4,1,4,3,4,4,5,2,3,5,4,5,5,1
36973,114489,neutral or dissatisfied,39,Male,Discontinued,Business,Business,446,2,0,1,1,1,4,4,4,1,3,3,3,1,4,3,3
70360,92040,satisfied,40,Male,Loyal,Business,Business,1535,0,0,4,4,4,4,5,4,5,5,2,5,4,5,5,5
58897,95226,neutral or dissatisfied,13,Male,Loyal,Personal,Economy,239,4,0,5,3,3,1,4,2,1,4,4,4,3,4,3,4
103376,47654,neutral or dissatisfied,51,Male,Loyal,Business,Economy,1464,57,53,5,5,1,3,3,5,1,1,1,1,1,3,3,1
100007,80760,neutral or dissatisfied,41,Female,Discontinued,Business,Business,629,0,12,1,1,1,4,4,2,3,3,3,3,1,3,4,3
56637,53925,satisfied,42,Male,Loyal,Business,Economy Plus,191,0,0,1,1,4,4,1,1,5,4,4,4,4,2,5,4
56921,89141,neutral or dissatisfied,21,Female,Discontinued,Business,Economy,1178,76,102,4,4,1,2,4,3,5,2,4,3,4,4,1,2
28963,7309,neutral or dissatisfied,18,Male,Discontinued,Business,Economy Plus,130,0,0,4,1,1,3,4,3,1,1,1,1,1,5,3,1
48667,19384,neutral or dissatisfied,25,Female,Discontinued,Business,Economy,844,127,149,2,2,1,1,4,3,5,1,2,4,2,3,3,1
34630,103283,neutral or dissatisfied,48,Female,Loyal,Personal,Economy,718,10,5,4,1,4,4,2,5,2,4,3,2,1,1,2,3
73593,110044,satisfied,24,Male,Loyal,Business,Business,2173,19,5,1,1,5,5,3,1,5,5,5,5,1,2,5,5
66168,39158,satisfied,62,Male,Loyal,Business,Business,1638,0,0,2,2,1,1,5,2,5,2,3,5,2,5,5,1
96448,78640,satisfied,56,Female,Loyal,Business,Business,2172,0,0,4,4,4,5,4,4,4,5,3,4,4,5,4,5
58,114501,neutral or dissatisfied,38,Female,Discontinued,Business,Business,308,39,26,3,3,3,2,4,3,1,4,4,4,3,1,3,4
82495,89718,neutral or dissatisfied,55,Female,Loyal,Personal,Economy,944,0,0,3,2,5,2,4,5,4,3,4,4,2,2,4,4
47207,111350,satisfied,23,Female,Discontinued,Business,Business,777,0,0,3,0,0,5,5,5,3,3,3,3,0,5,4,3
11336,56417,satisfied,47,Female,Loyal,Business,Business,3975,0,0,2,2,5,4,5,2,5,4,2,5,2,5,5,3
32832,19893,neutral or dissatisfied,37,Female,Discontinued,Business,Economy,296,49,41,0,2,2,1,1,3,3,1,1,1,2,2,5,1
71763,102036,satisfied,57,Female,Loyal,Business,Business,226,45,40,1,2,5,5,5,1,5,4,5,5,1,4,5,5
86814,21998,neutral or dissatisfied,51,Female,Loyal,Personal,Economy,448,0,0,4,3,5,4,2,4,2,4,2,2,3,3,2,4
53503,75434,neutral or dissatisfied,29,Female,Discontinued,Business,Economy,2218,0,0,1,1,1,1,4,3,3,4,4,4,1,5,3,4
72133,17004,satisfied,68,Female,Loyal,Business,Economy Plus,552,5,0,3,3,2,3,5,3,5,3,4,5,5,5,5,2
103819,104499,satisfied,60,Female,Loyal,Business,Business,1609,0,15,3,3,4,5,5,3,5,5,2,5,3,5,5,3
43698,21000,neutral or dissatisfied,7,Female,Discontinued,Business,Economy,721,3,7,2,2,2,3,4,4,1,4,4,4,2,1,4,4
67064,69273,neutral or dissatisfied,24,Male,Loyal,Personal,Economy,733,0,0,3,1,1,1,4,4,4,5,5,5,1,5,3,5
11047,92324,satisfied,45,Female,Loyal,Business,Business,2486,6,40,5,5,4,4,4,5,5,4,4,5,5,3,3,4
82139,40827,neutral or dissatisfied,63,Female,Loyal,Business,Business,532,0,11,5,3,2,1,2,5,2,3,1,2,2,2,2,3
34607,76579,neutral or dissatisfied,34,Female,Loyal,Business,Business,1849,0,0,4,4,4,3,1,4,1,4,1,1,1,1,1,3
5614,37956,satisfied,56,Male,Loyal,Business,Business,1211,0,4,2,2,4,4,2,2,2,4,5,2,2,2,2,5
97752,112522,neutral or dissatisfied,43,Male,Loyal,Personal,Economy,967,0,0,5,3,3,5,5,3,3,2,2,2,3,3,5,2
57361,54292,neutral or dissatisfied,64,Male,Loyal,Business,Business,3345,0,0,1,1,3,3,2,1,2,3,3,2,2,2,2,2
96182,98302,satisfied,46,Female,Loyal,Business,Business,1188,0,0,5,5,4,5,3,5,3,4,3,3,5,3,3,5
41920,71997,neutral or dissatisfied,51,Female,Loyal,Personal,Economy,1440,12,40,5,2,5,3,4,4,4,5,3,4,2,2,4,5
13831,92466,neutral or dissatisfied,30,Female,Discontinued,Business,Business,1919,0,0,1,1,1,3,4,1,4,1,1,1,1,2,4,1
